eval_id,Q_pitch,R,fitness,rms_pitch_wobble_deg,max_pitch_deviation_deg,pitch_settle_time_s,pitch_oscillations_count,max_wheel_pos_drift_m,control_effort_integral,peak_torque_nm,max_bearing_load_n,pass_fail
120,22.993210605115408,1.4908693796399057,0.2989625503998412,0.10317328598260858,0.26643015874521625,0.05000000000000004,96,0.001898710094804357,0.7321784562975487,0.26268879913449131,44.566345928519034,1.76121,123.64139958011341,1.3409998806670684,0.31312641433042376,0.1040306321488125,0.27409097921236425,0.05000000000000004,86,0.002243852709844134,0.8046404755297132,44.5663459638638,1.7618059127383607,1.0136820063675023,1.0615020873109047,1.3530676193666333,-1.0,1,0.08555526846870955,2.1771982235340657,0.2717056186588205,90.4572270156113,False
133,44.566345973863804,1.7618059127383607,1.0049864818146907,1.0647654318466397,1.373317236771674,20.099999999998506,1,0.08784006239455816,2.1205880524896012,0.30865283474723026,90.43531819508806,False
134,44.5663459638638,1.7618059227383607,1.011193447232136,1.0676634864104246,1.420033001375641,20.099999999998506,1,0.08844477280442062,2.1702883159554203,0.2336701911822702,90.43875419280968,False
135,44.56634597999399,1.7618058991517882,1.0364240631791388,1.06364258807668,1.3800380244778068,-1.0,1,0.08928875700257513,2.2356780424380545,0.33689765938438243,90.44801984295127,False
136,44.56634598999399,1.7618058991517882,0.9856539593650347,1.0629047480256535,1.33564735554505,-1.0,1,0.08626667526534582,2.0676168467779856,0.2583451340720774,90.44888320708905,False
137,44.56634597999399,1.7618059091517881,1.0038416538176065,1.0570341205435745,1.4031032192497686,-1.0,1,0.08667620225330216,2.137055950765514,0.2892877745813774,90.43738593781323,False
138,44.56634598613809,1.761805893976568,1.0504688763077532,1.0621705037690934,1.420545812435063,-1.0,1,0.08654866786560969,2.3087116903140052,0.3061301864849262,90.45531255312058,False
139,44.56634599613809,1.761805893976568,1.0381313895665023,1.0603391344131288,1.3467462071189338,-1.0,1,0.0890925579129951,2.251571338347944,0.32784389631665845,90.41729020223673,False
140,44.56634598613809,1.7618059039765679,1.0189178983735505,1.0646966322943192,1.3482555937250538,-1.0,1,0.08743954977488826,2.1764944261673653,0.3092772895900395,90.44415753115538,False
141,44.566345986913326,1.7618058933235767,1.0215620486677388,1.0609152885546627,1.360861658296289,20.098999999998508,1,0.08839553776382958,2.18655611033973,0.32377798108175343,90.4255736603252,False
142,44.56634599691333,1.7618058933235767,0.9756051690767454,1.0621975594684496,1.3944773564770407,20.099999999998506,1,0.08998040095087108,2.0189168902354977,0.2750084254031706,90.43509695770754,False
143,44.566345986913326,1.7618059033235767,1.007843284092408,1.0585886089917744,1.4067125435826835,20.099999999998506,1,0.08782957047404039,2.1461397546345813,0.2980698774224499,90.43045993763654,False
144,44.56634835525125,1.7618066082226889,1.0138049705531123,1.0604082051034631,1.373589138328213,20.099499999998507,1,0.08467021309758008,2.1776613915311915,0.2779229800941302,90.44463356359846,False
145,44.56634836525125,1.7618066082226889,1.0547620338832606,1.0676314884000537,1.3282778384088467,-1.0,1,0.08755162243169051,2.3246773227889235,0.28529783339670056,90.42733552605698,False
146,44.56634835525125,1.7618066182226888,1.0063364500431502,1.0615222455596658,1.3331279241308573,-1.0,1,0.09048721255883857,2.123323764910527,0.3229916807988449,90.44837037474177,False
147,44.56634709598856,1.761806228105574,1.0422602755526054,1.0576050414408082,1.3684462282197656,-1.0,1,0.08751029965250853,2.3069804014232864,0.24471098689958806,90.44992576041003,False
